id,member,nickname,rating,contents,menus,dateText
2020082400246122,180525008094,쏘쏘,5,"지코바는 언제나먹어도 맛있어요.. 매운맛이 적힌 그대로 맵깅하지만 보통이면 좀 덜매울거같아서 이게 딱인거같아옇ㅎㅎㅎ",순살양념치킨,"이번 주"
2020082400195868,151217001029,yeon****,5,맛있어용~,순살양념치킨,"이번 주"
2020082400180771,180615013984,Dk,5,"역시 지코바는 맛있어요!",양념치킨,"이번 주"
2020082400173290,200822021779,님쑤,5,"한시간걸린다고 알림이왔는데 삼사십분? 만에 온것같아요! 너무 맛있고 역시 지코바는 순살양념이예요!!",순살양념치킨,"이번 주"
2020082400101988,170118001103,oliv****,5,"먹다가 생각나서 급히 찍었네요 
정말 맛있어요!!!",순살양념치킨,"이번 주"
2020082400098533,140903001813,허션,5,"지코바 치밥 JMTGR 넘나맛있어용ㅎㅎㅎ",순살양념치킨,"이번 주"
2020082400099116,170415002097,러블리데이,5,"정말 맛있게 잘 먹었어요^^
양념에 밥비벼 먹으면 꿀맛!",순살양념치킨,"이번 주"
2020082400090954,180315001374,에바존슨,5,"역시 지코바 믿고 먹습니다",순살양념치킨,"이번 주"
2020082400070737,180905003500,츄베룹,5,"역시 믿고먹는 지코바bbbb
맛있게 매워서 좋아요!
배달도 초스피드입니다",순살양념치킨,"이번 주"
2020082400056226,160618004539,rini****,5,"후 역시 지코바 너무 맛있어요
 배불러서 남겼다가 남은거로 밥에 비벼도 먹을수 있고
치밥은 역시 갓코바",순살양념치킨,"이번 주"
2020082300402791,200409010378,치킨킬러,5,"Chicken is dead",순살양념치킨,"지난 주"
2020082300369590,171112011922,태오킹,5,"역시 지코바 치밥 맛있네요~!!",양념치킨,"지난 주"
2020082300316990,190216017737,broccoliu2,5,,순살양념치킨,"지난 주"
2020082300317748,171214002292,솥아,5,,순살양념치킨,"지난 주"
2020082300295091,200708007409,오늘의먹보,5,"너무 맛있게 먹은 기억이있어서 또 주문하게 됐어요. 저번엔 순한맛시켰는데 먹을만해서 이번엔 보통맛으로 주문했습니다. 근데 생각보다 매콤한 맛이 안나서 아쉬웠어요ㅠㅠ순한맛이랑 차이를 못느꼈습니다ㅜ담번엔 아예 매운맛으로 시켜볼까봐요 그래도 맛있습니다~~!",순살양념치킨,"지난 주"
2020082300281025,200815007117,midas,5,"맛있게 잘 먹었습니다~소스를 좀더 주시면 좋겠습니다 ~
많이 파세요",순살양념치킨,"지난 주"
2020082300270756,190127018547,숑숑,3,"지코바는 처음인데 치킨과 찜닭 사이...
양도 적고..  가끔 먹을 거 같긴 한데..  모르게쒀여",순살양념치킨,"지난 주"
2020082300148378,191124015087,iris,5,"소스남은거 밥에 비벼서 맛나게 잘 먹었어요~^^
서비스로 주신 쥬시콜도 감사해요~",순살양념치킨,"지난 주"
2020082300143116,190520014537,만지,5,"매일 배달로 주문했다가 오늘 포장 처음 해보는데요 역시 포장이나 배달이나 맛은 변함이없네요 너무맛있어요 ㅠㅠ 다음에 또 시켜먹을래요",순살양념치킨,"지난 주"
2020082300102104,170430003632,lyw0****,5,"전에도 늘 맛있게 먹었으니 오늘도 맛있을 거라 예상합니다 

쥬시쿨 공기밥도 추가로 주셔서 잘 먹겠습니다

배달 중에 양념이 조금 넘쳤는데 떡사리까지 

많이 넣어주셔서 그랬던 것 같네요 잘먹을게요",순살양념치킨,"지난 주"
2020082300066591,190621000010,rbal****,5,"항상 맛있게 먹고있어용😀",순살양념치킨,"지난 주"
2020082300050590,191117026582,항상배고픔,5,"맛있어요 넘넘!!",순살양념치킨,"지난 주"
2020082300034498,170624006310,skyj****,5,"항상 만족하는집

비오는데도 친절하게 해주셔서

감사합니다",양념치킨,"지난 주"
2020082300032191,160607002399,gywl****,5,👍🏻👍🏻👍🏻👍🏻👍🏻,양념치킨,"지난 주"
2020082300017957,171225000617,euny****,5,맛있어요~~!!,순살양념치킨,"지난 주"
2020082200329776,190520032337,clocking,5,"양이 푸짐하고 맛있습니다. 저에게 크게 맵지 않아 부담스럽지 않아서 맛있게 먹을 수 있었습니다.",순살양념치킨,"지난 주"
2020082200311258,180523009087,욜미욜미,5,"맛있어요!!!~!~!~! 떡도 많이 있어요!",양념치킨,"지난 주, 수정됨"
2020082200296427,200816008761,크크루삐비리이봉,5,"배가 너무고파 허겁지겁먹다가..  겨우 사진한장 남겼네요. 잘먹었습니다. 매운맛도 다들 도전해봐요.",순살양념치킨,"지난 주"
2020082200271932,190504020388,limsh,5,"감사합니다.
잘 먹을게요~!",순살양념치킨,"지난 주"
2020082200272571,190430071788,쥬쥬,5,"치밥은 역시 지코바에요 핵존맛😘",순살양념치킨,"지난 주"
2020082200209590,190924002826,행복이,5,"잘먹었습니다 ㅎㅎ",순살양념치킨,"지난 주"
2020082200186619,180617008011,미밍,5,"딱 적당한 맵기네요 심심하지도 않고 ㅎㅎ
떡도 쫄깃하니 맛나용
처음 먹어보신 부모님도 맛있다고 난리네요!
자주 먹어야겠어요~",순살양념치킨,"지난 주"
2020082200180906,190426013575,송파좋아용맘,4,"첫맛은 매콤한맛이 아닌가 했어요.주문 잘못했나 ? 1도 안 매워서요. 양념에 밥을 비비니 그때서야 매운맛이 나는데 그렇게 매운맛은 아니네요.지점마다 다른건지는 모르지만요. 구운 닭고기 맛은 많이 나진 않아요.
처음 시켰는데 달콤한 맛은 아니예요. 
식으면 점점 더 맛있어지구요.
공기밥도 서비스 주셨고 떡  양이 많아서 배불러요. 잘먹었습니다.",순살양념치킨,"지난 주"
2020082200180454,180202011804,Jozee,5,"맛있었어요! 배달도 엄청 빨라서 좋앗어요!",순살양념치킨,"지난 주"
2020082200084337,191117003668,fleur,5,"처음 먹어보는데 너무 맛있었어요! 서비스 떡사리도 많이 들어 있어서 좋았습니당",순살양념치킨,"지난 주"
2020082200049484,190515020529,최기사,5,"자주 시켜먹는데 넘 맛있어요~",순살양념치킨,"지난 주"
2020082200047849,190510023938,파란나라,5,"살짝 짠데 밥반찬으로 너무 좋아요~ 저녁에 반찬 없을 때 애용합니다. 
방문포장으로 주문했는데 10분만에 나오고 시간도 좋네요.",순살양념치킨,"지난 주"
2020082200028028,160904003780,1004****,5,"지코바 굿",순살양념치킨,"지난 주"
2020082200022495,170730001607,kimy****,5,"밤마다 생각나서 안 시킬 수가 없네요😀 순살양념치킨 너무 맛있고 서비스로 주신 쥬시쿨도 잘 먹었습니다👏🏻",순살양념치킨,"지난 주"
2020082100288221,190828005431,들쑥날쑥,5,"지코바는 사랑 ㅠㅠ 부모님도 맛있다고 👍🏻👍🏻",양념치킨,"지난 주"
2020082100285117,180107024650,루엔,5,"지방에 있을때 지코바 자주 시켜먹었는데
이번에도 시켜 먹으니까 맛있었습니다~

서비스로 주신 쿨피스도 잘 먹었습니다",순살양념치킨,"지난 주"
2020082100281316,151123002558,qhdl****,5,,순살양념치킨,"지난 주"
2020082100261592,160317000633,jinnni,5,"굿
굿
굿
굿
굿",순살양념치킨,"지난 주"
2020082100243174,190416016024,모다피,5,잘먹었습니다~~!!!,순살양념치킨,"지난 주"
2020082100189314,200806015098,뿌엥가,5,"주문했는데 30분도 안되서 배달오고 부산에서 먹다가 서울서는 처음 먹어봤는데 너무 맛있었습니다 !",순살양념치킨,"지난 주"
2020082100128352,181207004002,정여니,5,"넘 맛있어용 떡도 많이 주고~~~~^^",순살양념치킨,"지난 주"
2020082100108015,181028002043,코또까,5,"언제나 맛있게 먹고 있어요^^ 서비스도 잘 주시고... 아이들과 먹기는 순한맛이 좋네요~~",순살양념치킨,"지난 주"
2020082100107274,170722010617,polo****,5,"지코바 말만 듣다가 처음 시켜봤는데 맛있네요 밥이랑 먹기 딱 좋아요 가운데 뚫려있는 떡 먹는 재미가 있고요ㅋㅋ잘 먹었습니다 사장님~~",순살양념치킨,"지난 주"
2020082100104041,181130003494,jonmatang,5,jmt...,순살양념치킨,"지난 주"
2020082100087253,161028004184,sues****,5,"맛있게 잘 먹었어욤",순살양념치킨,"지난 주"
2020082000243154,180527001835,버억버억,5,지코바is뭔들,순살양념치킨,"지난 주"
2020082000230708,170810007973,chom****,5,너무맛있게먹엇습니다!!,순살양념치킨,"지난 주"
2020082000063245,191225012306,영아님,5,"순살양념이랑 소금구이랑 두개 시켰는데 떡이 들어있어서 그런지 조금밖에 안먹었는데 엄청 배불렀어요. 밥이랑 양념이랑 먹으니 진짜 맛있네요.소금구이도 많이 안시키는거 같은데 맛있었어요 짜지않고 제가 소금찍어먹을수 있어서 담백하고 냄새도 안나고 맛있었어요. 댓글보고 긴가민가 하면서 시켰는데 넘 만족이예요 담에도 또 시킬께요~~",순살양념치킨,"지난 주"
2020081900192032,190104013293,우수,5,"맛있었어요~~보내주신 쥬시쿨도 감사드려요!!",순살양념치킨,"지난 주"
2020081900084941,180603015072,jjjj,4,"첨 시켜봤는데 맛있네요! 서비스도 좋아요 번창하길 바랍니다
또 시켜먹을 것 같네요",순살양념치킨,"지난 주"
2020081900084437,180412001527,갈매기,5,"진짜 너무 맛있어요ㅠㅠ 소스도 충분해서 너무 좋았어요!! 담에 또 시켜먹을게요~~!ㅎㅎ",순살양념치킨,"지난 주"
2020081900028889,180212008894,hsjm,5,"역시 숯불바비큐는 지코바입니다. 지코바가 있는 동네에 산다는게 참 행운이에요 ㅋㅋ 넘 맛나요!!",순살양념치킨,"지난 주"
2020081900001465,200707008725,하이,5,"깜빡하고 따로 요청 안했는데도
다른곳보다 소스가 많은듯해서 놀랐어요!
완전 맛있게 잘먹었습니당",순살양념치킨,"지난 주"
2020081800237984,201406114484,awesome,5,"야식이 땡길 때는 지코바 매운맛이 최고죠 후후후 뼈 있는 걸 좋아하는데 아쉽게 다 나가서 ㅠㅠ 순살 먹었습니다. 순살도 맛있으니 행복하네요! 잘 먹고 있습니당!",순살양념치킨,"지난 주"
2020081800214932,171227003727,잇잇,5,"너무 맛있게 잘먹었습니다^^ 앞으로 이 지점에서만 주문해야겠어요!",순살양념치킨,"지난 주"
2020081800209139,190218007501,호옹이,5,"역시 맛있습니당",순살양념치킨,"지난 주"
2020081800199890,171117003195,뿡뿡,5,최고라구욧,순살양념치킨,"지난 주"
2020081800176399,200321010859,장진우,5,"믿고먹습니다 지코바!!",순살양념치킨,"지난 주"
2020081800175560,180716013406,찐봉봉,5,"역시 지코바군요 잘먹었습니다",공기밥,"지난 주"
2020081800166608,180827014655,우기,5,"맛있게 잘먹었습니다!!! 밥도 주시고 떡도 더주시고..ㅠㅠ 오랜만에 먹었는데 진짜 맛있게 잘먹었습니다 감사합니다!!!",순살양념치킨,"지난 주"
2020081800153331,180110004940,뚜루루뚜,5,"지코바 맛있어요 배달도 빨라요 굿굿",순살양념치킨,"지난 주"
2020081800140793,190129009011,웅이웅,5,"역시는 역시다.. 노실패 맛입니다....",순살양념치킨,"지난 주"
2020081800118711,171007007416,바스텐,5,"맛있어서 블로그리뷰도 올렸어요",양념치킨,"지난 주"
2020081800106459,180325005239,슈퍼슈퍼,5,"너무 맛있어요~~서비스로 주신 공기밥이랑 맛있게 먹었어요",순살양념치킨,"지난 주"
2020081800097412,180812021692,스므,5,"배달 빨리오고 맛있었어요 쥬시쿨이랑 공기밥은 시키지도 않았는데 서비스로 주셔서 배부르게 먹었어요!",순살양념치킨,"지난 주"
2020081800087061,180127019303,minjuKim,5,맛있어요~~,순살양념치킨,"지난 주"
2020081800070058,170203006289,곰팅이,5,"역시 진리네요",순살양념치킨,"지난 주"
2020081800046245,180601013761,EBADA,5,"치밥이 생각나 주문했습니다
역쉬 실망을 주지 않는 
지코바
양념도 적당히 매콤하고 고기도 맛있어요",순살양념치킨,"지난 주"
2020081800016478,200616005609,포동포동이,5,"믿고 먹는 지코바 💕 맛있게 잘 먹었어요!",순살양념치킨,"지난 주"
2020081800005043,190113024530,호랄랄랄,5,"짱맛 엄맛 양도엄청많아요~~
리뷰이벤트 하려다 까먹고 안적었는데도
찰떡같이 콜라보내주심 👍 떡도많구 감사함다
매운맛인데 많이안맵고 고추얹어먹으면 매콤함 올라옴
양념진짜ㅜ낼밥비벼먹어야지",순살양념치킨,"지난 주"
2020081700257250,190531016235,iovnalcu,3,"순살양념 떡추가 조합으로 매벙 시켜먹는데고 안쓰려고 했지만 이번엔 리뷰이벤트도 했어서 씁니다...치킨 윗부분에서 중간길이 머리카락이 나왔었어요. 조금만 더 신경써주시면 좋을 것 같아요:",순살양념치킨,"지난 주"
2020081700228713,180605007913,우유리,5,존맛이여~~~~,순살양념치킨,"지난 주"
2020081700229216,180805015981,로렐라이,5,"탄것처럼 보였지만 먹는데 불편하지 않았습니다~중간맛이 전혀 맵지 않고 먹기 좋았습니다~!! 다음엔 치밥을 해먹어봐야겠네요~^^",순살양념치킨,"지난 주"
2020081700205876,170414009221,velv****,5,"오랜만에 먹었는데 ㅠㅠ
진짜 너무 맛있어서 박박긁어먹었어요ㅋㅋ
배달도 빠르게 오고
맛도 너무너무 맛나요. 
밥비벼서 꼭 드세요👍👍👍👍",순살양념치킨,"지난 주"
2020081700214280,161230001398,230,5,"역시 지코바는 맛있어요 떡추가 최고",순살양념치킨,"지난 주"
2020081700208020,151220002165,사이다콜라,5,"요번따라 양이 엄청 많은 느낌>.<
너무 맛있게 잘먹었어요!!
역시 여기 지코바가 맛있어용",순살양념치킨,"지난 주"
2020081700192599,171123002465,마이쪙,5,"맛있는데 밥 비벼먹게 양념 좀 많이 주면 완전 좋을 것 같네여",순살양념치킨,"지난 주"
2020081700127291,180712006879,sunnie,3,,양념치킨,"지난 주"
2020081700124857,190508018336,ㅇㅅㅇ,5,"언제나 믿고먹는 지코바~",순살양념치킨,"지난 주"
2020081700122067,190515020529,최기사,5,"너무 맛있어요~ 잘먹었습니다",순살양념치킨,"지난 주"
2020081700109087,180124019858,박소연,5,"배달은 조금늦게왔지만 맛있게 잘먹었어요 ㅎㅎ
만족입니다5점!! 너무배고파서 리뷰알림올때쯤엔 이미 옶어졋네요 ㅠ",순살양념치킨,"지난 주"
2020081700095240,180124009948,릴리,4,"떡이부드러워요 good",순살양념치킨,"지난 주"
2020081700055099,191204001085,jiwook,5,"처음먹는 친구들이랑 같이 먹었는데 너무 맛잇게 먹엇네요 
지코바는 언제먹어도 진리입니다~~!!",순살양념치킨,"지난 주"
2020081700030557,190521013985,blablab,5,"주문한지 20분만에 왔어요
지코바 내일또봐^^",순살양념치킨,"지난 주"
2020081600315912,201206160200,요잉,5,"처음 먹어봤는데 진짜 맛있어요ㅠㅠ",순살양념치킨,"이번 달"
2020081600312432,170329003617,keng****,5,"소금구이도 맛있고 양념순살은 진짜 진국이예요♡♡ 밥 비벼 먹을 정도로 맛있듬",소금구이,"이번 달"
2020081600289374,180901010670,꾸꾸까까,5,"뼈있는 양념 시키려다가 품절되어서 순살양념 시켰는데 잘 한 것 같아요. 맛있게 잘 먹었습니다.",순살양념치킨,"이번 달"
2020081600256831,180602004278,수수,5,"역시 치밥엔 지코바입니다
양념도 넉넉히해주셔서 치밥하기 좋았어요",순살양념치킨,"이번 달, 수정됨"
2020081600208488,200229001258,TIOP,5,,순살양념치킨,"이번 달"
2020081600139719,171206000727,와웃,5,"배달이 바쁜시간이라 그런지 좀 늦어서 아쉬웠지만 점심으로 밥두 챙겨주셔서 아주 맛있게 잘 먹었습니다",순살양념치킨,"이번 달"
2020081600114612,201405022110,snsg****,5,"지코바 처음 시켜봤는데 맛있었어요! 떡도 맛있고 양도 정말정말 많았어요 ㅎㅎ 자주 시킬게요",순살양념치킨,"이번 달"
2020081600073202,171222004791,정리오,5,"존맛탱,...양념 넉넉해서 볶음밥해가지구 와플기계에 넣어먹을거에여 행-복★",순살양념치킨,"이번 달"
2020081600051321,190318001226,추추,4,"맛은 너무너무 맛있었는데, 먹다가 닭이 탔는지...상했는지....색깔이 거뭇거뭇 검정색 곰팡이가 생긴듯이 색이 변한게 있었어요ㅠㅠ 먹어도 괜찮은 걸까요?
그리고 리뷰이벤트참여오 떡사리 달라고 핬는데 쥬시쿨이 와서 놀랬어요..그냥 서비스로 또 주신건지 떡사리 추가해서 주신건지 모르겠네요ㅠㅠ",순살양념치킨,"이번 달"
2020081600056203,170305002967,alta****,5,"맛있게 잘먹었습니다",순살양념치킨,"이번 달"
2020081600030746,190913001292,손가락아제발멈춰,5,"처음 시켜 먹었는데 너무 맛있었어요!!
맴찔이라 보통맛 시켰는데 저는 좀 알싸하더라구요ㅜㅜ느끼하지도 않고 자꾸 손이 가는 맛이예요!!!",양념치킨,"이번 달"
2020081600024256,181011001682,seen****,5,"맛있게 잘먹었습니다!! 믿고 먹는 지코바!",양념치킨,"이번 달"
2020081600003931,141017003719,alof****,5,"언제 먹어도 맛있는 지코바🤍 다음에는 매운맛으로 시켜볼까봐요! 맛있게 잘 먹었습니다!",순살양념치킨,"이번 달"
2020081600009743,181106008794,리짱,4,"오랜만에 치밥땡겨서 시켰어여
잡내가 조금 났는데 그래도 맛있게 먹었어여",순살양념치킨,"이번 달"
2020081500324162,200708007409,오늘의먹보,5,"야식으로 딱이에요~ 양념도 골고루 베어있고 치킨도 떡사리도 너무 맛있어요!! 밥이랑 비벼먹으면 환상의 콜라보입니당 양도 많아서 배불리 먹을 수있어요",순살양념치킨,"이번 달"
2020081500302493,180913000055,하늘숲,5,"맛있어요. 낼 치밥도전!!ㅎㅎ",순살양념치킨,"이번 달"
2020081500280656,180319004259,Rimrim,5,"양도 많도 맛있어용!!
양념도 넉넉해서 밥이랑 먹어도 맛있을꺼 같아용",순살양념치킨,"이번 달"
2020081500277076,181021011259,새우깡,5,"80분 후에 온다해서 읭?? 했는데 다행히? 한시간 안에 왔네요~~ 맛있게 잘 먹었습니다🤗
살짝 더 매워도 맛있을것 같아서 다음에는 매운맛으로 시켜보려구요~!!",순살양념치킨,"이번 달"
2020081500242848,171201001971,코크곰,5,"지코바는 언제나 진리!",순살양념치킨,"이번 달"
2020081500230450,200521009265,eidhs,2,"배달도 생각보다 빨랐고 쿨피스 감사합니다. 양념은 맛있었습니다. 그런데 닭은 딱딱하고 얼었던 닭인지 질이 너무 떨어져서 놀랐습니다.  고무같은 느낌.",양념치킨,"이번 달"
2020081500220834,191129013476,혀니,5,"떡사리랑 쿨피스 콜라까지 서비스로 주시는 사장님 최공👍👍
또 따끈따끈하게 빠른 배송도 너무너무 만족했어요~😊❤️",순살양념치킨,"이번 달"
2020081500220509,190105004792,겨울잠잘꺼야,5,"예상시간보다 빨리 와서 좋았는데, 너무나 빛의 속도로 오시느라 콜라 안 먹으니 무로 바꿔달라는 요청은 못 보신듯 합니다ㅜㅜ 그래도 맛있으면 최고죠 👍👍👍👍👍👍",양념치킨,"이번 달"
2020081500226328,181118001942,yuuuu,5,"배달도 빠르고 넘 맛있었어요",순살양념치킨,"이번 달"
2020081500203394,161121001598,3328****,5,"맛있었어요! 역시 치밥은 지코바인것 같습니다",순살양념치킨,"이번 달"
2020081500158763,200204006908,배만뚱땡이,5,"치킨에다가 약탄게분명하다 조오옹올라맛있네진짜",순살양념치킨,"이번 달"
2020081500142712,180824000785,뇨뇽,4,잘먹었습니다!!!!,양념치킨,"이번 달"
2020081500139535,181231012883,chloe,5,맛있어요오오옹,양념치킨,"이번 달"
2020081500116671,140806000884,dltm****,5,"지코바는 역시 밥이랑 먹는게 제일 꿀맛인거같아요ㅎㅎ",순살양념치킨,"이번 달"
2020081500107257,151119001920,yeae****,5,"처음시켜 먹어봤는데 맛있었어요~^^
또 주문할게요^^",양념치킨,"이번 달"
2020081500101001,200209002784,백구,5,,순살양념치킨,"이번 달"
2020081500091106,200302010111,사랑,5,"내가 늘 사랑하는 맛!  지코바 !! 정말 맛있었어요!  쥬시쿨도 감사해요~",양념치킨,"이번 달"
2020081500040438,160816000204,맨날사먹는다,5,"역시 지코바...👍",순살양념치킨,"이번 달"
2020081500032521,190628014086,금요일좋아,4,"복날을 좀 일찍 챙겨 먹었습니다~ 잘먹었어요!",순살양념치킨,"이번 달"
2020081400246672,181008010202,ghjkl1234,5,"역시나 최고최고 !!",순살양념치킨,"이번 달"
2020081400248584,190425000826,민민,5,"하.. 너무 맛있어용....♡♡♡ 퇴근후에 먹는 지코바가 꿀맛이에요! 직접 받으러 갔는데 사장님도 넘 친절하셨어옹!",순살양념치킨,"이번 달"
2020081400231940,180517006210,냠냠냠,4,"포장 배달 상태 / 비주얼 /굿
근데 순살 상태가 기름끼만 빠진게 아니라 건조된 느낌? 몇몇부분은 살짝 딱딱한 오징어채씹는 느낌이 살짝납니다ㅎ 원래 그런건지??별하나 뺏어요",순살양념치킨,"이번 달"
2020081400229324,171226000457,아티,5,"아니.. 십오분만에 오는거 실화에여...?
잘먹었습니당♡",순살양념치킨,"이번 달"
2020081400225101,190524005087,수리수리,5,"최근 세번이나 먹었어요.  맛있었어요~~굿입니다",순살양념치킨,"이번 달"
2020081400210846,200410009318,sooya,4,"따뜻하게 꼼꼼하게 잘 배달되어왔어요. 양념도 맛있고 떡사리는 정말 최고네요. 처음 주문해봤는데 지코바 치킨 맛있다던 분들의 추천이 맞았구나 싶어요. 근데 닭을 튀긴게 아니라 구워서 조리한거라 그런지 먹을때 닭살이 조금 질긴 느낌이 들어서 별하나 뺐어요~^^",양념치킨,"이번 달"
2020081400208398,180510003173,쏘우,5,맛있어요~~,순살양념치킨,"이번 달"
2020081400188753,190704012084,야식빼애앰,5,"역시 대존맛👍👍",순살양념치킨,"이번 달"
2020081400114634,160221002160,inni,5,"너무 맛있게 잘 먹었습니다",순살양념치킨,"이번 달"
2020081400115580,181124001815,방이동식객,5,"언제나 한결같이 맛있습니다 ㅎㅎㅎ",순살양념치킨,"이번 달"
2020081400108319,170107007711,얌얌꿀떡,5,"언제나 맛있어요 ㅠㅠ",순살양념치킨,"이번 달"
2020081400071749,180418008074,유은,5,"와 진짜 맛있어요
밥비벼묵었어요",순살양념치킨,"이번 달"
2020081400074430,200216002241,tear****,5,"숯불향과 양념 소스가 기막히게 어우러진맛
맛있어요",순살양념치킨,"이번 달"
2020081400071283,150712001681,히렁이,5,"헐 깜빡하고 지굼 달아요ㅠㅠㅠㅠ 맛잇게잘먹었어요!!!",순살양념치킨,"이번 달"
2020081400013494,190403005488,민여사,4,"맛있었어요.양념이 치밥하기에는 부족했어요",순살양념치킨,"이번 달"
2020081300194489,200511001570,hlim,5,맛있습니다,순살양념치킨,"이번 달"
2020081300156594,190106007914,스수,3,"지코바 맛잇다구해사 첨먹어봤는데 양념도 맛있구 떡도 맛있는데 닭살이 너무 퍽퍽해요.. 닭다리살도 너무 퍽퍽해요 왜그런거죠?",양념치킨,"이번 달"
2020081300146405,151029000165,looa****,5,역시지코바,순살양념치킨,"이번 달, 수정됨"
2020081300123124,200418003236,taylor,5,"지코바 처음 먹었는데 맛있습니다!",순살양념치킨,"이번 달"
2020081300099670,190506022185,레이몬드,5,"배달 빠르고 맛있어요 아점으로 맛있게 먹었어요 먹다가 리뷰 생각나서 찍었네요",순살양념치킨,"이번 달, 수정됨"
2020081300099448,171122002253,태이,5,"두번짼데 너무 맛있어요ㅜㅜ 이 사진은 사진찍는거 까먹고 엄청 많아 먹은거",순살양념치킨,"이번 달"
2020081300078014,180909017118,소요이선,5,"순살양념 치밥은 진리죠.
맛있게 잘 먹었습니다~",순살양념치킨,"이번 달"
2020081300072680,191123010020,느봉스,4,잘먹엌씁니다,순살양념치킨,"이번 달"
2020081300044478,141209003377,ghke****,5,"늘 맛있게 잘 먹고 있습니다",순살양념치킨,"이번 달"
2020081300016495,180914014634,hyunjin,5,"역시 믿고 먹는 지코바👍
떡 사리도 엄청 많이 주시고 
맛있게 잘 먹었습니다😊 
순한맛 먹었는데 누구나 다 좋아하는 맛이에요!
다음에는 한단계 매운맛 먹어보려구요!",순살양념치킨,"이번 달"
2020081200191460,180701014101,안녕하솜,5,"최고의 술안주였습니다 !!!!!!!! 👍🏻👍🏻👍🏻👍🏻👍🏻",순살양념치킨,"이번 달"
2020081200190542,181127007031,아주미,5,"너무 맛있게 먹는다고 사진을못찍었어요^^
잘먹었습니다~배달도 너무빨리왔구요
또~~또주문할께요",순살양념치킨,"이번 달"
